id,name,url,preview_url
MSM:001,Logo memo,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2Fc5871878-ab3d-4671-adf7-af65b58cf429%2FTFc5871878-ab3d-4671-adf7-af65b58cf4296ece7a1d_wac-b86ca461e44d.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/c5871878-ab3d-4671-adf7-af65b58cf429/thumbnails/400/logo-memo-purple-modern-simple-0-1-8d0111887029.webp
MSM:002,Memo (simple design),https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2F19515b70-926d-4891-b273-352b9380b022%2FTF19515b70-926d-4891-b273-352b9380b02266453782_wac-ee0822eb6af3.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/19515b70-926d-4891-b273-352b9380b022/thumbnails/400/memo-%2528simple-design%2529-red-modern-bold-0-1-fe65d809ea35.webp
MSM:003,Angles and curves memo,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2Fa51be22f-3a4f-44f4-98e1-210cf11b05d2%2FTFa51be22f-3a4f-44f4-98e1-210cf11b05d2358aa362_wac-5673fdc9442f.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/a51be22f-3a4f-44f4-98e1-210cf11b05d2/thumbnails/400/angles-and-curves-memo-brown-modern-simple-0-1-c7bfdb3043ad.webp
MSM:004,Modern memo (simple design),https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2Fe45d4108-33de-4f0d-9f44-6a65bc04a92a%2FTFe45d4108-33de-4f0d-9f44-6a65bc04a92a1936b019_wac-56d20b5fac76.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/e45d4108-33de-4f0d-9f44-6a65bc04a92a/thumbnails/400/modern-memo-%2528simple-design%2529-green-modern-simple-0-1-1c5bcb9d0968.webp
MSM:005,Prism memo,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2Ff0454c06-2989-44fd-b80a-524a55c3e9ee%2FTFf0454c06-2989-44fd-b80a-524a55c3e9ee35ba21c7_wac-931b7f437b74.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/f0454c06-2989-44fd-b80a-524a55c3e9ee/thumbnails/400/prism-memo-modern-color-block-0-1-ac32f11d3001.webp
MSM:006,Business memo (bold design),https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2F114ed224-91a8-4b7e-bcf3-2248d12bffd7%2FTF114ed224-91a8-4b7e-bcf3-2248d12bffd727e5da3e_wac-c7c9025d9bdf.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/114ed224-91a8-4b7e-bcf3-2248d12bffd7/thumbnails/400/business-memo-%2528bold-design%2529-red-modern-bold-0-1-6dabfb5624da.webp
MSM:007,Blue spheres memo,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2F7182945c-4bb3-4d8c-9666-c1c73ebc2271%2FTF7182945c-4bb3-4d8c-9666-c1c73ebc227118958c6c_wac-04bc9cda5882.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/7182945c-4bb3-4d8c-9666-c1c73ebc2271/thumbnails/400/blue-spheres-memo-blue-modern-simple-0-1-10cc38ce3ea4.webp
OLM:002,CAPSL Technical Memo Template,https://www.overleaf.com/latex/templates/capsl-technical-memo-template/hsdjggvnghyz,https://writelatex.s3.amazonaws.com/published_ver/10101.jpeg (signed; open via the template page)
OLM:008,Sample Policy Memo for Cornell INFO 1200,https://www.overleaf.com/latex/templates/sample-policy-memo-for-cornell-info-1200/kybzqhsxjgjk,https://writelatex.s3.amazonaws.com/published_ver/9643.jpeg (signed; open via the template page)
OLM:009,SINTEF Project Memo,https://www.overleaf.com/latex/templates/sintef-project-memo/ttnmmkyprcdf,https://writelatex.s3.amazonaws.com/published_ver/51414.jpeg (signed; open via the template page)
OLM:010,SINTEF Memo,https://www.overleaf.com/latex/templates/sintef-memo/yzjhpwzywbwm,https://writelatex.s3.amazonaws.com/published_ver/51419.jpeg (signed; open via the template page)
